epoch,learning_rate,loss,mae,val_loss,val_mae
0,0.0010000000474974513,0.2940765917301178,0.39509308338165283,0.18543776869773865,0.2877155542373657
1,0.0010000000474974513,0.2244819700717926,0.331846684217453,0.1763954609632492,0.27856314182281494
2,0.0010000000474974513,0.22021985054016113,0.3262268900871277,0.17702876031398773,0.2758786082267761
3,0.0010000000474974513,0.21294477581977844,0.32024240493774414,0.17205704748630524,0.2758048474788666
4,0.0010000000474974513,0.2101181596517563,0.3181683123111725,0.17013442516326904,0.2732769846916199
5,0.0010000000474974513,0.20703986287117004,0.3151613473892212,0.16485914587974548,0.2669984996318817
6,0.0010000000474974513,0.20435835421085358,0.3128058612346649,0.16565315425395966,0.26610419154167175
7,0.0010000000474974513,0.20240546762943268,0.3112363815307617,0.16619433462619781,0.26696255803108215
8,0.0010000000474974513,0.20014333724975586,0.3095146715641022,0.16379928588867188,0.2643066644668579
9,0.0010000000474974513,0.19975703954696655,0.3094347417354584,0.15934011340141296,0.2591850757598877
10,0.0010000000474974513,0.19940748810768127,0.3092247247695923,0.1631172001361847,0.265752375125885
11,0.0010000000474974513,0.1970760077238083,0.3069967031478882,0.15987232327461243,0.2593056857585907
12,0.0010000000474974513,0.19437965750694275,0.3053176701068878,0.1550489068031311,0.2551659941673279
13,0.0010000000474974513,0.19541428983211517,0.3056538701057434,0.15669867396354675,0.25787079334259033
14,0.0010000000474974513,0.19391889870166779,0.30476272106170654,0.152507483959198,0.25093257427215576
15,0.0010000000474974513,0.19172632694244385,0.30288416147232056,0.1556898057460785,0.2541309893131256
16,0.0010000000474974513,0.19157594442367554,0.3032320737838745,0.15741802752017975,0.25472554564476013
17,0.0010000000474974513,0.1927846521139145,0.303848534822464,0.1563761979341507,0.2569985091686249
18,0.0005000000237487257,0.1888727843761444,0.3003859519958496,0.15448424220085144,0.25541916489601135
19,0.0005000000237487257,0.1890939474105835,0.30027902126312256,0.15264376997947693,0.25061875581741333
20,0.0005000000237487257,0.18928827345371246,0.3003852069377899,0.1513267159461975,0.24844512343406677
21,0.0005000000237487257,0.18692079186439514,0.2987510561943054,0.15083086490631104,0.2499467134475708
22,0.0005000000237487257,0.1880306452512741,0.29950597882270813,0.15035668015480042,0.2511183023452759
23,0.0005000000237487257,0.186478853225708,0.29764124751091003,0.1526893675327301,0.2523745894432068
24,0.0002500000118743628,0.18766500055789948,0.2985270321369171,0.15286080539226532,0.24705596268177032
25,0.0002500000118743628,0.1858597844839096,0.29727548360824585,0.14844553172588348,0.24476070702075958
26,0.0002500000118743628,0.18468989431858063,0.2961593270301819,0.15177039802074432,0.2510066628456116
27,0.0002500000118743628,0.18655335903167725,0.29784125089645386,0.14702624082565308,0.24802330136299133
28,0.0002500000118743628,0.1850736290216446,0.29738354682922363,0.14815029501914978,0.2449987381696701
29,0.0001250000059371814,0.1845487505197525,0.2963087260723114,0.15180251002311707,0.24816706776618958
30,0.0001250000059371814,0.18427783250808716,0.296202152967453,0.14777158200740814,0.2451837956905365
31,0.0001250000059371814,0.18651267886161804,0.2975407838821411,0.15018674731254578,0.24913859367370605
32,6.25000029685907e-05,0.18492038547992706,0.296194851398468,0.15192416310310364,0.24768397212028503
33,6.25000029685907e-05,0.18471522629261017,0.29654136300086975,0.1516672968864441,0.2479323148727417
